縣市,鄉鎮市區,村里,103年第一季宅數
臺中市,東勢區,新盛里,5
臺中市,東勢區,詒福里,0
臺中市,東勢區,上城里,0
臺中市,東勢區,下城里,0
臺中市,東勢區,慶東里,0
臺中市,東勢區,慶福里,0
臺中市,東勢區,東新里,0
臺中市,東勢區,粵寧里,0
臺中市,東勢區,下新里,0
臺中市,東勢區,興隆里,0
臺中市,東勢區,茂興里,0
臺中市,東勢區,泰興里,0
臺中市,東勢區,埤頭里,0
臺中市,東勢區,明正里,0
臺中市,大甲區,朝陽里,2
臺中市,大甲區,大甲里,0
臺中市,大甲區,順天里,0
臺中市,大甲區,孔門里,0
臺中市,大甲區,平安里,0
臺中市,大甲區,庄美里,0
臺中市,大甲區,新美里,0
臺中市,大甲區,岷山里,0
臺中市,大甲區,中山里,30
臺中市,大甲區,南陽里,0
臺中市,大甲區,薰風里,0
臺中市,大甲區,義和里,0
臺中市,大甲區,武陵里,0
臺中市,大甲區,文曲里,0
臺中市,大甲區,武曲里,0
臺中市,大甲區,文武里,0
臺中市,大甲區,奉化里,0
臺中市,大甲區,德化里,0
臺中市,大甲區,江南里,0
臺中市,大甲區,頂店里,0
臺中市,大甲區,太白里,0
臺中市,大甲區,孟春里,0
臺中市,大甲區,幸福里,0
臺中市,大甲區,日南里,0
臺中市,大甲區,龍泉里,2
臺中市,大甲區,西岐里,0
臺中市,大甲區,銅安里,0
臺中市,大甲區,福德里,0
臺中市,大甲區,建興里,0
臺中市,清水區,鰲峰里,0
臺中市,清水區,靈泉里,3
臺中市,清水區,清水里,0
臺中市,清水區,文昌里,0
臺中市,清水區,南寧里,9
臺中市,清水區,西寧里,0
臺中市,清水區,北寧里,0
臺中市,清水區,中興里,0
臺中市,清水區,西社里,21
臺中市,清水區,南社里,38
臺中市,清水區,裕嘉里,0
臺中市,清水區,臨江里,0
臺中市,清水區,秀水里,1
臺中市,清水區,武鹿里,0
臺中市,清水區,海濱里,0
臺中市,清水區,?榔里,4
臺中市,清水區,中社里,0
臺中市,清水區,高西里,0
臺中市,清水區,高南里,0
臺中市,清水區,高東里,0
臺中市,清水區,高北里,0
臺中市,清水區,高美里,0
臺中市,清水區,國姓里,0
臺中市,清水區,菁埔里,0
臺中市,清水區,頂湳里,0
臺中市,清水區,田寮里,0
臺中市,清水區,橋頭里,25
臺中市,清水區,下湳里,0
臺中市,清水區,東山里,0
臺中市,清水區,楊厝里,0
臺中市,清水區,海風里,0
臺中市,清水區,吳厝里,0
臺中市,沙鹿區,居仁里,0
臺中市,沙鹿區,洛泉里,0
臺中市,沙鹿區,沙鹿里,0
臺中市,沙鹿區,美仁里,0
臺中市,沙鹿區,興仁里,0
臺中市,沙鹿區,斗抵里,21
臺中市,沙鹿區,鹿峰里,8
臺中市,沙鹿區,鹿寮里,3
臺中市,沙鹿區,竹林里,39
臺中市,沙鹿區,犁分里,0
臺中市,沙鹿區,北勢里,27
臺中市,沙鹿區,福興里,3
臺中市,沙鹿區,晉江里,26
臺中市,沙鹿區,六路里,2
臺中市,沙鹿區,南勢里,6
臺中市,沙鹿區,埔子里,46
臺中市,沙鹿區,公明里,22
臺中市,沙鹿區,清泉里,2
臺中市,沙鹿區,西勢里,0
臺中市,沙鹿區,興安里,1
臺中市,沙鹿區,三鹿里,80
臺中市,梧棲區,頂寮里,1
臺中市,梧棲區,下寮里,2
臺中市,梧棲區,中正里,0
臺中市,梧棲區,中和里,0
臺中市,梧棲區,文化里,1
臺中市,梧棲區,安仁里,2
臺中市,梧棲區,草湳里,1
臺中市,梧棲區,南簡里,6
臺中市,梧棲區,福德里,13
臺中市,梧棲區,大庄里,2
臺中市,梧棲區,大村里,8
臺中市,梧棲區,興農里,0
臺中市,梧棲區,永寧里,0
臺中市,梧棲區,永安里,0
臺中市,后里區,廣福里,0
臺中市,后里區,仁里里,0
臺中市,后里區,義里里,0
臺中市,后里區,后里里,0
臺中市,后里區,厚里里,0
臺中市,后里區,墩東里,2
臺中市,后里區,墩西里,0
臺中市,后里區,墩南里,0
臺中市,后里區,墩北里,0
臺中市,后里區,中和里,0
臺中市,后里區,舊社里,0
臺中市,后里區,聯合里,0
臺中市,后里區,太平里,0
臺中市,后里區,眉山里,0
臺中市,后里區,泰安里,0
臺中市,后里區,公館里,0
臺中市,后里區,月眉里,0
臺中市,后里區,義德里,0
臺中市,神岡區,神岡里,1
臺中市,神岡區,庄前里,0
臺中市,神岡區,北庄里,1
臺中市,神岡區,庄後里,3
臺中市,神岡區,社口里,2
臺中市,神岡區,社南里,3
臺中市,神岡區,三角里,1
臺中市,神岡區,岸裡里,0
臺中市,神岡區,大社里,0
臺中市,神岡區,豐洲里,4
臺中市,神岡區,神洲里,0
臺中市,神岡區,溪洲里,0
臺中市,神岡區,圳前里,0
臺中市,神岡區,新庄里,1
臺中市,神岡區,圳堵里,0
臺中市,神岡區,山皮里,0
臺中市,潭子區,潭陽里,9
臺中市,潭子區,潭秀里,0
臺中市,潭子區,潭北里,0
臺中市,潭子區,福仁里,2
臺中市,潭子區,頭家里,0
臺中市,潭子區,甘蔗里,5
臺中市,潭子區,東寶里,2
臺中市,潭子區,大富里,0
臺中市,潭子區,大豐里,6
臺中市,潭子區,栗林里,0
臺中市,潭子區,嘉仁里,1
臺中市,潭子區,新田里,0
臺中市,潭子區,聚興里,0
臺中市,潭子區,頭家東里,6
臺中市,潭子區,家興里,0
臺中市,潭子區,家福里,0
臺中市,大雅區,大雅里,6
臺中市,大雅區,員林里,0
臺中市,大雅區,六寶里,0
臺中市,大雅區,秀山里,0
臺中市,大雅區,忠義里,0
臺中市,大雅區,橫山里,2
臺中市,大雅區,三和里,0
臺中市,大雅區,西寶里,0
臺中市,大雅區,上楓里,11
臺中市,大雅區,二和里,1
臺中市,大雅區,四德里,0
臺中市,大雅區,上雅里,46
臺中市,大雅區,文雅里,0
臺中市,大雅區,大楓里,0
臺中市,大雅區,雅楓里,0
臺中市,新社區,新社里,5
臺中市,新社區,復盛里,0
臺中市,新社區,中正里,0
臺中市,新社區,月湖里,0
臺中市,新社區,崑山里,0
臺中市,新社區,大南里,0
臺中市,新社區,永源里,0
臺中市,新社區,中興里,0
臺中市,新社區,協成里,0
臺中市,新社區,東興里,0
臺中市,新社區,慶西里,0
臺中市,新社區,中和里,0
臺中市,新社區,福興里,0
臺中市,石岡區,石岡里,0
臺中市,石岡區,萬安里,0
臺中市,石岡區,九房里,0
臺中市,石岡區,金星里,0
臺中市,石岡區,龍興里,0
臺中市,石岡區,萬興里,0
臺中市,石岡區,梅子里,0
臺中市,石岡區,土牛里,0
臺中市,石岡區,德興里,0
臺中市,石岡區,和盛里,0
臺中市,外埔區,永豐里,2
臺中市,外埔區,六分里,0
臺中市,外埔區,三崁里,0
臺中市,外埔區,大同里,1
臺中市,外埔區,水美里,0
臺中市,外埔區,大東里,2
臺中市,外埔區,馬鳴里,0
臺中市,外埔區,中山里,0
臺中市,外埔區,鐵山里,0
臺中市,外埔區,土城里,0
臺中市,外埔區,?子里,0
臺中市,大安區,南埔里,0
臺中市,大安區,南庄里,0
臺中市,大安區,中庄里,0
臺中市,大安區,龜殼里,0
臺中市,大安區,福興里,0
臺中市,大安區,東安里,0
臺中市,大安區,頂安里,1
臺中市,大安區,永安里,0
臺中市,大安區,福住里,0
臺中市,大安區,海墘里,0
臺中市,大安區,西安里,0
臺中市,大安區,松雅里,0
臺中市,烏日區,烏日里,8
臺中市,烏日區,湖日里,5
臺中市,烏日區,三和里,20
臺中市,烏日區,榮泉里,23
臺中市,烏日區,學田里,0
臺中市,烏日區,九德里,12
臺中市,烏日區,仁德里,1
臺中市,烏日區,前竹里,0
臺中市,烏日區,五光里,0
臺中市,烏日區,光明里,1
臺中市,烏日區,東園里,0
臺中市,烏日區,溪埧里,0
臺中市,烏日區,螺潭里,0
臺中市,烏日區,北里里,0
臺中市,烏日區,南里里,0
臺中市,烏日區,溪尾里,0
臺中市,大肚區,王田里,0
臺中市,大肚區,中和里,0
臺中市,大肚區,福山里,0
臺中市,大肚區,營埔里,0
臺中市,大肚區,社腳里,0
臺中市,大肚區,新興里,0
臺中市,大肚區,大東里,0
臺中市,大肚區,大肚里,0
臺中市,大肚區,永和里,0
臺中市,大肚區,磺溪里,2
臺中市,大肚區,永順里,0
臺中市,大肚區,成功里,0
臺中市,大肚區,山陽里,0
臺中市,大肚區,頂街里,5
臺中市,大肚區,瑞井里,0
臺中市,大肚區,蔗?里,6
臺中市,大肚區,自強里,0
臺中市,龍井區,竹坑里,1
臺中市,龍井區,龍東里,0
臺中市,龍井區,龍西里,0
臺中市,龍井區,田中里,0
臺中市,龍井區,福田里,0
臺中市,龍井區,麗水里,0
臺中市,龍井區,龍津里,1
臺中市,龍井區,三德里,0
臺中市,龍井區,忠和里,0
臺中市,龍井區,山腳里,28
臺中市,龍井區,龍泉里,18
臺中市,龍井區,龍崗里,0
臺中市,龍井區,新庄里,1
臺中市,龍井區,南寮里,0
臺中市,龍井區,新東里,0
臺中市,龍井區,東海里,15
臺中市,霧峰區,桐林里,0
臺中市,霧峰區,吉峰里,0
臺中市,霧峰區,甲寅里,0
臺中市,霧峰區,本鄉里,11
臺中市,霧峰區,中正里,0
臺中市,霧峰區,錦榮里,0
臺中市,霧峰區,萊園里,0
臺中市,霧峰區,本堂里,0
臺中市,霧峰區,坑口里,0
臺中市,霧峰區,北柳里,145
臺中市,霧峰區,南柳里,2
臺中市,霧峰區,四德里,0
臺中市,霧峰區,五福里,0
臺中市,霧峰區,萬豐里,0
臺中市,霧峰區,舊正里,0
臺中市,霧峰區,峰谷里,0
臺中市,霧峰區,六股里,0
臺中市,霧峰區,丁台里,1
臺中市,霧峰區,北勢里,0
臺中市,霧峰區,南勢里,0
臺中市,太平區,太平里,2
臺中市,太平區,長億里,4
臺中市,太平區,中平里,0
臺中市,太平區,中興里,0
臺中市,太平區,建國里,0
臺中市,太平區,東平里,0
臺中市,太平區,宜欣里,4
臺中市,太平區,中山里,1
臺中市,太平區,坪林里,18
臺中市,太平區,光華里,12
臺中市,太平區,新坪里,36
臺中市,太平區,新光里,0
臺中市,太平區,新福里,8
臺中市,太平區,頭汴里,0
臺中市,太平區,東汴里,0
臺中市,太平區,興隆里,1
臺中市,太平區,光隆里,0
臺中市,太平區,德隆里,2
臺中市,太平區,黃竹里,0
臺中市,太平區,永成里,0
臺中市,太平區,永平里,0
臺中市,太平區,成功里,13
臺中市,太平區,東和里,3
臺中市,太平區,中政里,1
臺中市,太平區,平安里,0
臺中市,太平區,建興里,2
臺中市,太平區,新興里,32
臺中市,太平區,新高里,87
臺中市,太平區,新吉里,0
臺中市,太平區,新城里,0
臺中市,太平區,宜佳里,8
臺中市,太平區,宜昌里,0
臺中市,太平區,光明里,0
臺中市,太平區,豐年里,1
臺中市,太平區,大興里,0
臺中市,太平區,勤益里,1
臺中市,太平區,聖和里,0
臺中市,太平區,福隆里,0
臺中市,太平區,永隆里,0
臺中市,大里區,大里里,0
臺中市,大里區,新里里,3
臺中市,大里區,樹王里,0
臺中市,大里區,東興里,0
臺中市,大里區,祥興里,0
臺中市,大里區,日新里,0
臺中市,大里區,西榮里,0
臺中市,大里區,內新里,0
臺中市,大里區,東昇里,0
臺中市,大里區,立仁里,0
臺中市,大里區,新仁里,0
臺中市,大里區,大元里,0
臺中市,大里區,夏田里,0
臺中市,大里區,仁化里,0
臺中市,大里區,健民里,0
臺中市,大里區,塗城里,0
臺中市,大里區,瑞城里,0
臺中市,大里區,金城里,0
臺中市,大里區,東湖里,0
臺中市,大里區,西湖里,0
臺中市,大里區,國光里,0
臺中市,大里區,大明里,0
臺中市,大里區,永隆里,4
臺中市,大里區,長榮里,2
臺中市,大里區,中新里,1
臺中市,大里區,立德里,3
臺中市,大里區,仁德里,0
臺中市,和平區,南勢里,0
臺中市,和平區,天輪里,0
臺中市,和平區,博愛里,0
臺中市,和平區,中坑里,0
臺中市,和平區,自由里,0
臺中市,和平區,達觀里,0
臺中市,和平區,梨山里,0
臺中市,和平區,平等里,0
